fips,temp
01003,25.99444444445
01005,25.2583333333333
01007,23.2916666666667
01009,23.5777777777778
01011,24.6583333333333
01013,25.6416666666667
01015,23.275
01017,24.6818181818182
01021,23.7875
01023,27.1888888888889
01025,25.758333333325
01027,22.3916666666667
01029,22.325
01031,25.5583333333333
01033,22.75
01035,25.8375
01039,26.3916666666667
01043,23.009722222225
01047,25.075
01049,22.2
01051,25.0083333333333
01053,26.1611111111
01055,23.1166666666667
01057,24.3818181818182
01059,22.4916666666667
01061,25.1416666666667
01063,24.2666666666667
01065,24.9583333333333
01067,26.54
01071,22.125
01073,24.1749999999975
01075,24.6333333333333
01079,23.3166666666667
01081,24.0541666666667
01083,21.7727272727273
01089,22.525
01091,24.4166666666667
01093,23.8166666666667
01095,22.2208333333333
01097,25.0520833333333
01099,26.8590909090909
01101,24.9055555555417
01103,22.6750000000025
01105,25.05
01107,26.2555555555556
01109,24.8863636363636
01111,24.675
01117,23.7083333333333
01119,26.27
01121,24.2395833333333
01123,24.0958333333333
01125,24.7527777777775
01127,23.3291666666667
01129,26.4833333333333
01131,25.675
01133,22.5416666666667
02013,6.24166666666667
02016,5.48611111110833
02020,7.16932619539031
02050,3.96666666666667
02068,2.82002314814733
02070,4.09027777777417
02090,2.84075850987725
02100,7.74469246031358
02110,8.55166666666333
02122,6.72887045979125
02130,10.2305555555525
02150,7.92781746032417
02170,6.50451212434417
02180,1.5486111111075
02185,-4.52605502136917
02188,1.18184650996817
02220,9.49902777777833
02240,2.733976000256
02261,5.14228965478833
04001,18.2170751634083
04003,25.0173107448167
04005,19.0436706349175
04007,23.4015012254917
04009,23.6388888888917
04011,23.9291666666667
04012,30.535833333325
04013,30.4030372405417
04015,23.0037932900333
04017,20.2777926587417
04019,26.715873015875
04021,29.3015109890083
04023,27.2704166666667
04025,24.02765151515
04027,31.8016666666667
05001,23.0291666666667
05003,23.8583333333333
05005,20.8583333333333
05007,20.7694444444333
05009,20.6916666666667
05011,23.0
05013,23.825
05015,20.425
05017,24.5708333333417
05019,23.8666666666667
05021,20.475
05023,21.9333333333333
05027,24.125
05029,22.4166666666667
05031,21.4458333333333
05033,22.9111111111111
05035,20.4636363636364
05037,21.2
05039,22.7416666666667
05041,22.7638888888833
05043,24.1
05045,22.2166666666667
05047,21.5833333333333
05051,22.8566666666667
05053,23.1333333333333
05055,21.275
05057,22.8166666666667
05059,23.975
05061,24.3416666666667
05063,22.1833333333333
05065,21.6583333333333
