fips,temp
06113,14.5333333333
06115,11.24
08001,9.03333333333
08003,6.15
08005,8.53333333333
08007,-0.375
08009,10.3666666667
08011,10.5
08013,1.93333333333
08015,2.44
08017,8.05
08019,0.05
08021,5.35
08023,1.82
08025,10.6
08027,3.53333333333
08029,2.6875
08031,10.5
08033,6.8
08035,7.93333333333
08037,-0.05
08039,7.0
08041,7.88
08043,11.9
08045,2.20909090909
08049,-0.48125
08051,-0.925
08053,0.5
08055,10.8
08057,-0.575
08059,7.44285714286
08061,8.85
08063,7.83333333333
08065,-0.685714285714
08067,3.16
08069,1.43125
08071,10.6666666667
08073,8.23333333333
08075,6.06666666667
08077,5.42727272727
08079,2.6
08081,2.2
08083,5.17777777778
08085,3.46
08087,7.5
08089,11.0714285714
08091,3.2
08093,0.8
08095,7.2
08097,0.8
08099,9.35
08101,7.98
08103,4.2
08105,3.93333333333
08107,-1.03846153846
08109,3.3
08111,1.6
08113,2.6125
08115,7.3
08117,-1.82222222222
08119,4.775
08121,6.63333333333
08123,7.96666666667
08125,6.725
09001,2.225
09003,1.03333333333
09005,-0.475
09009,4.3
09011,1.8
09015,1.6
10001,6.2
10003,4.16666666667
10005,6.43333333333
12001,20.4
12003,19.4
12005,17.4
12007,20.9
12009,21.2
12011,24.3555555556
12015,23.85
12017,20.9
12019,19.5
12021,24.825
12023,19.2
12027,23.1
12029,19.95
12031,18.5
12033,17.3
12035,19.6
12037,18.3
12039,20.7
12043,23.25
12045,17.5
12047,19.2
12049,23.1
12051,26.2333333333
12053,21.6333333333
12055,23.35
12057,21.85
12061,22.1
12063,17.5
12065,18.2
12067,19.6
12069,20.9
12071,23.85
12073,18.0
12075,20.4
12079,20.0
12081,21.75
12083,22.6
12085,23.9
12086,24.6533333333
12087,24.4833333333
12089,18.15
12091,17.3666666667
12093,23.3
12095,21.9
12097,24.1
12099,23.45
12101,22.6
12103,21.7
12105,22.9833333333
12107,20.35
12113,17.1
12115,23.6
12117,21.7
12119,21.3
12121,20.3
12123,19.0
12125,21.1
12127,21.2
12131,17.0
12133,18.3
13001,16.0
13005,16.2
13009,13.4
13013,10.9
13015,9.5
13017,15.8
13019,17.7
13025,19.3
13027,16.3
13031,14.3
13033,12.7
13039,15.1
13045,11.1
13049,18.0
13051,15.35
13059,11.25
13063,11.6
13065,17.8
13067,11.6666666667
13069,16.3
13071,16.7
13073,12.15
13077,11.6
13081,15.3
13087,17.5
13089,10.9
13091,15.9
13095,16.0
13103,15.7
13105,10.3
13109,16.5
13113,11.6
13115,11.05
13121,10.7
13127,16.35
13133,11.4
13137,10.0
13139,10.3
13147,11.0
13149,12.6
13151,12.0
13153,13.55
13157,10.8
13159,12.2
13161,15.5
13163,13.15
13175,13.6
13177,14.3
13179,16.6
13183,16.7
13187,11.0
13191,16.5
13195,10.6
13199,12.6
13205,15.9
13207,10.0
13213,11.1
13215,14.0
13219,11.2
13225,13.6
13227,9.0
13229,18.3
13233,11.5
13235,14.7
13241,9.7
13243,15.8
13245,12.8
13251,13.65
13255,12.1
13257,11.6
13259,13.5
13261,15.15
13263,13.1
13267,15.3
13269,13.7
13275,18.1
13277,15.3
13279,16.4
13281,8.6
13285,12.8
13287,15.1
13291,9.7
13293,13.2
13295,9.7
13299,18.2
13301,12.3
13303,13.1
13305,17.4
13311,10.7
13313,9.9
13317,11.4
13319,16.0
15001,21.8571428571
15003,24.91
15007,23.95
15009,23.2789473684
16001,3.52
16003,1.18333333333
16005,1.52
16007,-0.16
16009,0.4
16011,0.6
16013,-1.7875
16015,-0.0714285714286
16017,0.683333333333
16019,-0.55
16021,-1.15
16023,-2.1
16025,-1.33333333333
16027,4.8
16029,0.2625
16031,1.7
16033,-2.6
16035,1.5
16037,-0.17
16039,3.54545454545
16041,3.5
16043,-1.6
16045,4.0
16047,4.6
16049,2.2
16053,2.75
16055,2.3
16057,2.05
16059,-1.05454545455
16061,2.12
16063,0.5
16065,0.0
16067,3.55
16069,3.2
16071,2.53333333333
16073,3.74
16075,3.8
16077,1.73333333333
16079,-1.3625
16081,-0.975
16083,2.82727272727
16085,-0.0933333333333
16087,0.966666666667
17001,2.95
17003,6.6
17011,-0.8
17015,0.2
17019,1.23333333333
17021,2.15
17025,5.2
17027,4.0
17029,1.7
17031,0.1125
17033,5.6
17037,-1.7
17043,0.8
17045,-0.9
17047,7.5
17049,2.8
17051,3.23333333333
17053,-0.05
17055,5.6
17061,3.3
17063,-0.15
17065,5.6
17067,1.95
17069,6.7
17071,0.5
17073,-0.5
17075,0.2
17077,3.7
17079,2.9
17081,4.4
17083,4.1
17085,-1.7
17089,0.233333333333
17091,1.4
17095,-0.1
17097,-0.68
17099,0.416666666667
17101,3.3
17103,-0.8
17105,1.675
17107,2.0
17111,-0.85
17113,1.3
17115,2.7
17117,3.35
17119,4.5
17121,4.2
17123,1.6
17125,1.95
17129,2.3
17131,-0.4
17133,5.3
17135,3.2
17137,3.8
17141,-1.05
17143,0.35
17145,5.7
17149,3.7
17151,7.7
17155,1.0
17157,5.9
17159,3.8
17161,0.1
17165,7.5
17167,2.3
17169,2.7
17171,2.25
17173,2.15
17177,-2.1
17181,7.5
17183,1.35
17185,4.2
17187,0.35
17189,5.3
17191,4.7
17193,6.7
17195,-1.95
17197,-0.1
17201,-1.4
17203,1.0
18001,1.3
18005,3.3
18007,-0.3
18009,1.1
18011,1.8
18015,0.8
18017,0.95
18023,0.4
18025,5.0
18027,4.45
18031,2.1
18033,0.6
18035,1.6
18037,5.4
18039,-0.45
18045,0.85
18047,3.1
18049,-0.3
18051,3.2
18053,0.4
18055,3.6
18057,1.8
18059,1.0
18063,1.4
18065,1.3
18067,0.3
18069,1.3
18071,3.3
18073,-0.2
18075,1.3
18077,5.0
18083,3.6
18085,-0.1
18087,-0.5
18089,0.3
18091,-0.1
18093,3.7
18095,1.25
18097,1.63333333333
18099,0.1
18101,4.6
18105,3.5
18107,1.5
18109,2.9
18117,4.7
18119,3.7
18121,2.5
18123,5.7
18125,4.6
18127,0.075
18129,4.8
18131,0.6
18133,1.9
18135,0.8
18137,2.6
18139,1.4
18143,4.8
18145,2.35
18151,-0.4
18155,4.8
18157,1.13333333333
18159,0.9
18163,5.3
18167,3.25
18169,1.0
18173,5.9
18175,4.2
18177,1.2
18179,0.1
18183,-0.2
19001,3.3
19003,3.2
19005,-3.9
19007,2.05
19009,1.0
19011,-1.85
19013,-1.6
19015,0.35
19017,-2.3
19019,-1.3
19021,-0.3
19023,-1.9
19025,-1.1
19027,0.2
19029,2.2
19031,-1.5
19033,-2.85
19035,-1.1
19037,-3.2
19039,2.7
19041,-3.25
19043,-1.3
19045,-0.5
19047,0.0
19049,0.5
19051,1.6
19053,2.96666666667
19055,-1.0
19057,0.5
19059,-3.16666666667
19061,-1.73333333333
19063,-3.2
19065,-3.05
19067,-1.9
19069,-2.0
19071,3.8
19073,0.5
19075,-1.6
19077,0.4
19079,-0.9
19081,-3.5
19083,-1.4
19085,2.5
19087,-0.1
19089,-3.7
19091,-2.2
19093,-1.3
19095,-0.4
19097,-1.3
19099,0.0
19101,1.4
19103,0.0
19105,-0.9
19107,-0.1
19109,-3.0
19111,1.7
19113,-0.85
19115,0.5
19117,2.1
19119,-1.1
19121,1.8
19123,1.1
19125,0.3
19127,-1.05
19129,4.1
19131,-4.2
19133,1.86666666667
19135,1.5
19137,3.4
19139,0.5
19141,-2.43333333333
19143,-5.6
19145,3.45
19147,-2.6
19149,-1.1
19151,-2.05
19153,0.8
19155,2.7
19157,-0.5
19159,2.75
19161,-1.1
19163,-1.0
19165,0.8
19167,-0.85
19169,-0.133333333333
19171,-1.4
19173,2.8
19175,2.4
19177,2.6
19179,0.6
19181,1.6
19183,0.3
19185,0.4
19187,-1.2
19189,-3.3
19191,-2.3
19193,0.6
19195,-3.9
19197,-2.4
20001,7.2
20003,8.4
20005,5.4
20007,8.0
20009,6.7
20011,7.4
20013,4.6
20015,7.13333333333
20017,7.45
20019,8.8
20021,7.8
20023,7.9
20025,10.1
20027,6.4
20029,5.9
20031,6.4
20033,9.45
20035,7.6
20037,7.4
20039,7.7
20041,6.45
20043,4.7
20045,6.63333333333
20047,10.1
20049,6.7
20051,8.35
20053,6.9
20055,8.55
20057,8.0
20059,7.5
20061,6.2
20063,7.4
20065,8.25
20067,9.5
20069,8.65
20071,8.1
20073,7.6
20075,9.7
20077,7.4
20079,5.5
20081,9.4
20083,10.6
20085,5.7
20087,6.6
20089,6.4
20091,6.0
20093,9.8
20095,6.8
20097,7.2
20099,7.7
20101,8.6
20103,6.0
20105,7.2
20107,6.7
20109,8.5
20111,6.4
20113,6.25
20115,6.5
20117,5.5
20119,9.15
20121,6.5
20123,6.7
20125,8.26
20127,6.0
20129,10.55
20131,5.6
20133,7.95
20135,7.95
20137,8.0
20139,6.25
20141,7.7
20143,7.0
20145,7.0
20147,7.3
20149,7.0
20151,8.1
20153,7.4
20155,6.16666666667
20157,5.5
20159,5.8
20161,6.13333333333
20163,7.4
20165,7.0
20167,5.9
20169,6.15
20171,8.8
20173,7.0
20175,10.5
20177,6.15
20179,7.6
20181,7.5
20183,6.8
20185,6.8
20187,10.9
20189,10.1
20191,7.9
20193,8.05
20195,8.9
20199,8.3
20201,7.0
20203,8.05
20205,9.4
20207,6.7
21003,7.1
21009,8.4
21015,3.1
21019,5.7
21021,4.6
21025,5.2
21027,5.55
21029,6.5
21033,8.8
21035,7.8
21041,4.6
21043,6.16666666667
21047,6.7
21051,5.6
21061,6.4
21067,4.4
21073,4.95
21077,4.4
21081,4.7
21083,7.2
21085,6.5
21087,7.3
21093,6.0
21095,7.5
21097,4.9
21101,6.6
21107,7.8
21111,5.6
21113,6.0
21115,5.2
21121,6.8
21123,6.1
21125,6.1
21129,6.4
21131,6.4
21141,6.9
21145,7.5
21147,7.3
21151,5.95
21155,6.5
21157,9.6
21163,5.3
21169,7.3
21173,5.9
21175,6.7
21179,5.5
21183,6.85
21185,4.5
21199,6.4
21203,6.05
21205,6.2
21207,6.6
21211,5.2
21221,8.6
21227,7.1
21231,6.6
21233,6.8
21235,6.6
22001,17.9
22003,17.75
22007,18.4
22009,17.7
22011,17.6
22013,14.9
22015,15.9
22017,15.8
22019,18.2
22021,15.7
22023,18.4
22025,17.3
22027,15.3
22031,16.1
22033,18.3
22035,13.9
22037,17.4
22041,16.3
22045,18.0
22047,17.3
22051,19.15
22053,18.3
22055,17.8
22057,19.8
22059,16.75
22061,15.7
22065,14.9
22069,16.7
22073,15.475
22075,19.0
22079,17.2125
22083,13.4
22085,16.5
22105,18.55
22107,17.3
22109,19.5
22111,14.4
22113,18.4
22115,18.2
22117,18.1
22119,15.5
22121,18.6
22125,17.9
22127,14.7
23001,-2.6
23003,-6.15555555556
23005,-1.83333333333
23007,-6.0
23009,0.3
23011,-2.43333333333
23013,0.05
23015,-1.05
23017,-2.725
23019,-4.48
23021,-5.31666666667
23025,-3.7
23027,-0.5
23029,-1.63333333333
23031,-0.275
24001,3.35
24003,5.95
24013,4.2
24015,5.7
24019,7.3
24021,6.05
24023,2.0
24025,6.7
24027,5.4
24031,5.53333333333
24033,5.94
24035,7.9
24039,17.4
24041,7.1
24043,4.35
24045,7.35
24047,7.7
25001,2.95
25003,-1.78571428571
25005,2.32
25007,3.35
25009,1.825
25011,-0.7
25013,-0.2
25015,-0.65
25017,1.18
25019,3.2
25021,1.94
25023,2.88333333333
25025,2.2
25027,0.3125
26001,-0.8
26003,-3.4
26005,-1.5
26007,-2.73333333333
26009,-2.0
26011,-1.0
26013,-5.5
26015,0.7
26017,-2.0
26019,-0.9
26021,0.733333333333
26023,-1.5
26025,0.0
26027,0.7
26029,-2.2
26031,-1.96666666667
26033,-4.96666666667
26037,-1.2
26039,-3.6
26041,-3.4
26043,-4.55
26045,-1.5
26047,-3.4
26049,-1.2
26051,-1.2
26055,-1.45
26057,-1.1
26059,-0.9
26061,-4.8
26063,-1.51666666667
26065,-1.05
26067,-1.4
26069,-0.9
26071,-5.85
26073,-1.9
26075,-0.5
26077,0.2
26079,-2.9
26081,-0.7
26083,-3.65
26085,-0.9
26087,-1.2
26089,-1.95
26091,0.1
26093,-0.3
26095,-4.0
26097,-3.35
26099,0.4
26101,-0.7
26103,-4.5
26105,-0.7
26107,-0.9
26109,-3.8
26111,-0.3
26113,-2.9
26115,0.8
26117,-0.1
26119,-5.1
26121,-0.35
26123,-0.5
26125,0.8
26127,-1.4
26129,-2.3
26131,-4.55
26135,-2.0
26137,-3.925
26139,0.3
26141,-2.5
26143,-2.93333333333
26145,-1.45
26151,-1.0
26153,-3.4
26155,-0.7
26157,-1.3
26159,0.3
26161,-0.266666666667
26163,0.56
26165,-2.9
27001,-6.66666666667
27003,-4.5
27005,-7.75
27007,-8.95
27015,-3.8
27017,-5.4
27019,-3.5
27021,-7.075
27023,-4.3
27025,-3.45
27027,-7.0
27031,-5.1
27033,-3.2
27035,-6.26666666667
27037,-4.03333333333
27041,-7.0
27043,-3.2
27045,-3.2
27047,-4.3
27049,-4.05
27053,-4.38
27055,-3.2
27057,-7.4
27059,-5.8
27061,-7.85
27063,-3.6
27065,-5.4
27067,-5.65
27071,-8.1
27073,-4.4
27075,-6.14
27077,-8.16666666667
27083,-3.36666666667
27085,-5.25
27089,-8.0
27091,-3.0
27093,-5.6
27095,-4.55
27097,-4.3
27099,-5.3
27101,-2.9
27103,-3.9
27105,-3.1
27107,-6.9
27109,-4.3
27111,-5.9
27113,-7.2
27115,-6.2
27117,-3.1
27119,-7.5
27121,-4.0
27123,-3.6
27125,-8.2
27127,-4.2
27129,-6.2
27131,-4.4
27133,-1.8
27135,-9.5
27139,-4.7
27143,-5.5
27145,-4.63333333333
27147,-4.7
27149,-6.1
27151,-4.93333333333
27153,-4.9
27155,-5.0
27157,-3.9
27159,-7.2
27161,-4.5
27163,-2.3
27165,-3.8
27167,-7.9
27169,-2.4
27171,-5.55
27173,-2.1
28001,17.2
28003,10.4
28005,16.9
28007,12.8
28009,10.9
28011,11.0
28013,12.8
28017,11.55
28021,15.7
28023,15.1
28027,11.5
28029,15.65
28031,16.6
28037,16.1
28043,12.6
28045,18.35
28047,17.575
28049,16.4
28051,14.1
28053,13.7
28057,10.6
28059,17.9
28067,15.9
28069,15.2
28071,11.9
28073,17.2
28075,15.1
28079,15.0
28081,11.5
28083,12.6
28085,15.3
28087,13.0
28089,14.8
28091,16.6
28093,11.1
28095,12.3
28097,13.1
28099,15.5
28101,15.4
28103,14.15
28105,12.4
28107,11.2
28109,17.4
28111,18.7
28113,16.7
28115,11.5
28117,9.9
28121,15.75
28123,15.7
28125,14.0
28127,15.5
28131,18.1
28133,12.6
28135,11.5
28137,10.5
28139,9.6
28141,9.7
28143,10.1
28147,17.3
28149,18.6
28151,12.6
28153,15.9
28155,13.8
28157,17.3
28159,15.6
28161,11.5
28163,13.7
29001,2.9
29005,3.0
29007,4.2
29009,8.26666666667
29011,8.1
29013,7.4
29015,6.4
29017,7.0
29019,5.2
29023,6.8
29025,4.0
29027,4.9
29031,6.7
29033,5.7
29037,7.5
29039,6.75
29041,4.6
29043,6.9
29047,4.8
29051,6.0
29053,5.8
29055,6.0
29057,8.5
29061,2.9
29063,4.2
29065,7.7
29067,7.2
29069,7.55
29071,6.5
29075,3.8
29077,7.0
29079,4.0
29081,3.5
29083,6.6
29085,7.4
29089,5.1
29091,6.85
29093,5.6
29095,5.575
29097,8.5
29099,5.5
29101,5.4
29105,7.2
29107,5.3
29109,9.0
29111,2.6
29113,6.4
29115,4.2
29117,4.3
29119,9.0
29121,4.05
29123,6.0
29125,5.55
29127,3.56666666667
29129,3.4
29131,7.0
29133,7.3
29135,5.4
29141,6.6
29143,7.0
29145,7.9
29147,4.3
29149,8.5
29151,5.5
29153,7.0
29155,7.9
29157,6.8
29159,5.35
29161,6.0
29163,4.05
29165,5.3
29167,7.6
29169,7.5
29175,5.5
29181,7.6
29195,4.45
29199,2.0
29201,6.55
29205,4.35
29207,6.5
29209,8.4
29213,9.2
29215,6.65
29217,7.1
29221,2.4
29223,7.2
29225,6.6
29227,4.5
29229,6.6
30001,-0.371428571429
30003,2.38571428571
30005,-0.342857142857
30007,-0.225
30009,1.36666666667
30011,2.3
30013,3.48333333333
30015,2.33333333333
30017,2.7
30019,-4.35
30021,0.666666666667
30023,-0.366666666667
30025,0.8
30027,0.733333333333
30029,-0.5
30031,-0.931578947368
30033,1.23333333333
30035,-0.9
30037,2.46666666667
30039,-0.814285714286
30041,-0.466666666667
30043,-0.6
30045,2.33333333333
30047,0.0714285714286
30049,0.335714285714
30051,0.225
30053,-0.816666666667
30055,0.566666666667
30057,-1.45555555556
30059,-1.51111111111
30061,0.3
30063,-0.6
30065,3.0
30067,0.15
30069,2.53333333333
30071,-1.31666666667
30073,1.2
30075,2.94
30077,2.0
30079,1.68
30081,0.65
30083,-1.0
30085,-1.9
30087,3.23333333333
30089,1.84
30091,-5.0
30093,0.0
30095,0.0888888888889
30097,1.03333333333
30099,1.14285714286
30101,-0.9
30103,2.45
30105,-2.8
30107,1.73333333333
30109,0.35
30111,3.45714285714
31001,4.5
31003,4.0
31005,4.4
31007,6.5
31009,5.9
31011,4.1
31013,5.13333333333
31015,3.2
31017,4.2
31019,5.5
31021,2.5
31023,4.05
31025,3.6
31027,3.1
31029,6.0
31031,4.5
31033,5.575
31035,4.7
31037,2.5
31039,2.3
31041,5.45
31045,4.7
31047,5.93333333333
31049,6.7
31051,3.1
31053,4.0
31055,3.1
31057,8.1
31059,5.1
31061,6.7
31063,6.7
31065,7.275
31067,4.75
31069,4.85
31071,5.2
31075,3.9
31077,4.7
31079,4.85
31081,4.9
31083,7.0
31085,6.5
31087,6.95
31089,4.775
31091,5.8
31093,4.8
31095,5.9
31097,4.9
31099,5.8
31101,5.75
31103,2.6
31105,7.1
31107,2.6
31109,4.3
31111,5.8
31113,5.75
31117,5.4
31119,3.06666666667
31121,5.9
31123,6.0
31125,5.5
31127,4.1
31129,6.2
31131,4.45
31133,5.4
31135,5.8
31137,5.5
31139,3.3
31141,2.8
31143,4.5
31145,7.1
31147,5.7
31149,4.4
31151,5.1
31155,3.63333333333
31157,5.8
31159,5.9
31161,4.74
31163,6.3
31165,4.4
31167,3.25
31169,5.4
31171,4.85
31173,2.3
31175,4.85
31177,2.7
31179,2.2
31181,5.9
31183,5.3
31185,4.4
32001,9.225
32003,14.525
32005,6.65
32007,3.19565217391
32009,10.6666666667
32011,5.33636363636
32013,5.02941176471
32015,6.525
32017,10.68
32019,9.56666666667
32021,11.4
32023,10.25
32027,7.9
32029,5.8
32031,6.21
32033,6.075
32510,8.6
33001,-2.4
33003,-1.85
33005,-1.35
33007,-5.84166666667
33009,-3.475
33011,0.04
33013,-1.5
33015,0.0666666666667
33017,0.6
33019,-2.3
34001,5.43333333333
34003,3.2
34005,5.3
34009,6.25
34011,4.65
34013,3.2
34015,5.8
34019,3.23333333333
34021,3.8
34023,4.15
34025,4.56666666667
34027,1.8
34029,4.6
34031,2.9
34033,5.9
34035,3.0
34037,1.9
34039,3.5
34041,2.1
35001,10.3333333333
35003,11.9666666667
35005,16.85
35006,11.95
35007,8.46363636364
35009,15.4
35011,14.725
35013,17.92
35015,17.3833333333
35017,14.5857142857
35019,15.15
35021,13.725
35023,17.875
35025,17.25
35027,13.4
35028,4.2
35029,18.1666666667
35031,9.0
35033,7.5
35035,14.0666666667
35037,13.84
35039,5.99375
35041,15.4333333333
35043,11.125
35045,8.1
35047,10.0
35049,6.24
35051,15.675
35053,13.15
35055,4.8
35057,11.15
35059,11.3
35061,15.75
36001,-1.0
36003,-0.4
36007,-1.46666666667
36009,-1.1
36011,-0.8
36013,1.15
36015,-0.8
36017,-0.95
36019,-3.225
36021,0.133333333333
36023,-2.45
36025,-1.325
36027,0.966666666667
36029,-0.8
36031,-3.2
36033,-5.15
36035,-2.1
36037,0.2
36039,-0.75
36041,-4.16666666667
36045,-1.8
36047,3.5
36049,-5.0
36051,-0.3
36053,-3.8
36055,0.2
36057,-2.2
36059,3.2
36061,3.2
36063,-0.6
36065,-3.96666666667
36067,-0.8
36069,0.2
36071,1.34
36073,1.0
36075,-0.9
36077,-2.35
36079,0.1
36083,-2.6
36089,-3.0
36091,-1.65
36095,-1.7
36101,-0.3
36103,3.2875
36105,-1.1
36107,0.2
36109,-1.2
36111,-1.8
36113,-1.35
36115,-0.6
36117,0.4
36119,1.96666666667
36121,-2.9
36123,-1.2
37001,9.0
37003,8.2
37007,10.5
37009,5.2
37011,1.86666666667
37013,10.9
37017,13.6
37019,12.5
37021,6.0
37023,8.9
37025,10.0
37027,9.2
37029,10.45
37031,11.7
37033,9.0
37035,7.9
37037,8.9
37039,9.75
37041,11.0
37043,9.4
37045,8.6
37047,12.15
37049,11.2
37051,10.5333333333
37055,10.7
37057,9.6
37059,9.6
37061,11.55
37063,9.0
37065,10.1
37067,7.65
37069,10.2
37071,11.2
37075,10.2
37077,8.6
37079,10.5
37081,8.3
37083,10.15
37085,10.4
37087,7.96666666667
37089,8.24
37091,9.0
37093,10.7
37095,10.5
37097,9.5
37099,8.9
37101,9.9
37105,10.2
37107,11.3
37109,9.4
37111,9.4
37113,7.73333333333
37115,7.8
37117,9.9
37121,7.4
37129,12.55
37131,8.9
37133,12.8
37135,9.6
37137,13.2
37145,9.4
37147,10.3
37149,10.2
37151,8.5
37153,9.9
37155,10.6
37157,8.2
37159,9.45
37161,10.3
37163,10.4
37165,11.0
37171,7.6
37173,9.5
37175,8.45
37179,9.8
37181,8.8
37183,9.16666666667
37185,12.5
37187,12.8
37189,4.3
37191,10.6
37193,8.65
37195,10.0
37197,7.3
38001,-0.8
38003,-5.7
38005,-7.16666666667
38007,-1.15
38009,-7.23333333333
38011,-0.2
38015,-3.6
38017,-6.6
38019,-9.15
38021,-4.34
38023,-6.06666666667
38025,-2.96666666667
38029,-5.3
38031,-6.375
38033,-0.75
38035,-8.23333333333
38037,-2.35
38039,-7.0
38041,-1.1
38043,-4.16666666667
38047,-4.95
38049,-5.75
38051,-4.2
38053,-2.96
38055,-4.42857142857
38057,-3.05
38059,-3.3
38061,-6.6
38063,-8.3
38065,-3.3
38067,-9.7
38069,-7.3
38071,-7.5
38073,-5.675
38075,-6.2
38079,-8.275
38081,-3.95
38083,-5.65
38085,-1.15
38087,-0.1
38089,-1.55
38091,-7.5
38093,-5.76666666667
38097,-7.2
38099,-8.7
38101,-5.225
38103,-5.6
38105,-4.625
39003,0.8
39005,0.9
39007,1.0
39009,4.45
39013,2.4
39015,4.0
39017,3.35
39021,0.8
39023,1.5
39025,3.9
39027,1.95
39029,2.3
39031,2.3
39033,0.1
39035,1.55
39037,0.7
39039,0.25
39043,1.0
39045,2.2
39047,1.3
39049,1.8
39051,0.1
39053,5.3
39055,0.8
39057,1.4
39059,3.1
39061,4.2
39063,0.6
39065,-0.1
39067,1.9
39071,2.5
39073,3.7
39075,1.6
39077,0.5
39079,5.35
39081,2.4
39083,1.03333333333
39085,1.55
39087,6.0
39089,1.7
39091,0.0
39093,1.33333333333
39095,0.5
39097,0.4
39101,0.7
39103,0.8
39107,0.7
39113,1.95
39115,4.2
39119,1.55
39125,0.0
39127,3.1
39129,2.0
39131,4.9
39133,0.1
39135,1.3
39137,0.2
39139,-0.1
39141,3.7
39143,0.95
39145,5.8
39147,0.6
39149,1.3
39151,0.5
39153,0.8
39155,1.76666666667
39157,2.65
39159,1.3
39161,0.9
39165,2.3
39167,4.95
39169,0.05
39171,0.8
39173,1.275
39175,0.5
40001,9.5
40003,9.1
40007,10.2
40009,11.8
40011,10.3
40015,11.35
40017,10.7
40019,13.8
40021,10.8
40025,12.3
40027,10.5
40031,12.7
40033,13.3
40037,11.65
40039,11.5
40041,10.4
40043,9.8
40045,10.25
40047,8.3
40049,11.8
40051,13.8
40053,9.9
40055,12.5
40057,13.5
40059,11.0
40061,12.6
40065,12.9
40067,13.9
40071,8.8
40073,10.0
40075,11.3
40077,12.5
40079,12.65
40081,11.15
40083,11.05
40085,14.5
40087,12.0
40089,14.1
40091,10.1
40093,9.6
40095,12.7
40097,10.6
40099,12.3
40101,11.5
40103,9.9
40105,10.3
40107,15.8
40109,10.5
40111,12.2
40113,10.0333333333
40117,9.0
40119,10.4666666667
40121,11.95
40123,12.2
40127,13.25
40129,10.5
40131,-0.6
40133,12.1
40135,10.7
40137,14.6
40139,11.4333333333
40141,13.7666666667
40143,10.5
40145,11.0
40147,9.9
40149,11.55
40151,10.05
40153,9.9
41001,1.67777777778
41003,6.3
41005,3.3
